"rank","word","count","wordle_valid"
"1064","rebel","6527810","True"
"1065","hired","6526426","True"
"1066","hindu","6505867","False"
"1067","slope","6469975","True"
"1068","nails","6463889","True"
"1069","whats","6462263","True"
"1070","rides","6461201","True"
"1071","merit","6450895","True"
"1072","disks","6445126","True"
"1073","condo","6444848","True"
"1074","fairy","6435300","True"
"1075","shaft","6431372","True"
"1076","drain","6411642","True"
"1077","monte","6411384","True"
"1078","fires","6407259","True"
"1079","panic","6396440","True"
"1080","leone","6393163","True"
"1081","beats","6367861","True"
"1082","merry","6367037","True"
"1083","scuba","6366349","True"
"1084","verde","6352373","False"
"1085","dried","6331606","True"
"1086","derby","6319608","True"
"1087","annie","6267924","False"
"1088","derek","6266654","False"
"1089","steal","6257493","True"
"1090","fears","6244239","True"
"1091","tuner","6238319","True"
"1092","alike","6220739","True"
"1093","scout","6176157","True"
"1094","dealt","6174968","True"
"1095","bucks","6165133","True"
"1096","badge","6145138","True"
"1097","heath","6139151","True"
"1098","realm","6122762","True"
"1099","jenny","6118544","True"
"1100","yemen","6111610","False"
"1101","buses","6101027","True"
"1102","rouge","6084449","True"
"1103","yeast","6083904","True"
"1104","kenny","6065528","False"
"1105","singh","6049797","False"
"1106","brook","6044943","True"
"1107","wives","6031432","True"
"1108","xerox","6022102","True"
"1109","papua","6002552","False"
"1110","armor","6001844","True"
"1111","viral","5969493","True"
"1112","pipes","5966191","True"
"1113","laden","5964620","True"
"1114","merge","5961585","True"
"1115","edgar","5959034","False"
"1116","allan","5945293","False"
"1117","sperm","5944531","True"
"1118","craps","5943974","True"
"1119","frost","5940685","True"
"1120","sally","5933047","True"
"1121","yacht","5932756","True"
"1122","tracy","5931717","False"
"1123","whale","5928569","True"
"1124","shark","5904454","True"
"1125","grows","5899321","True"
"1126","cliff","5898886","True"
"1127","tract","5897046","True"
"1128","shine","5881862","True"
"1129","wendy","5873301","False"
"1130","ozone","5865280","True"
"1131","pasta","5855460","True"
"1132","serum","5854942","True"
"1133","swift","5850031","True"
"1134","focal","5844761","True"
"1135","samba","5838327","True"
"1136","wound","5820050","True"
"1137","belle","5820002","True"
"1138","cindy","5809307","False"
"1139","lined","5802278","True"
"1140","boxed","5778226","True"
"1141","cubic","5774261","True"
"1142","spies","5756937","True"
"1143","elect","5748899","True"
"1144","bunny","5730050","True"
"1145","chevy","5729809","True"
"1146","flyer","5718564","True"
"1147","baths","5707960","True"
"1148","climb","5697476","True"
"1149","dover","5683356","True"
"1150","token","5672353","True"
"1151","dylan","5656291","False"
"1152","belts","5651790","True"
"1153","burke","5646090","True"
"1154","clara","5633877","False"
"1155","flush","5625285","True"
"1156","hayes","5621719","False"
"1157","moses","5615802","True"
"1158","johns","5610302","True"
"1159","jewel","5603871","True"
"1160","teddy","5602073","True"
"1161","dryer","5592001","True"
"1162","ruled","5589851","True"
"1163","funky","5587279","True"
"1164","scary","5571680","True"
"1165","cakes","5565500","True"
"1166","mixer","5558245","True"
"1167","tooth","5551049","True"
"1168","stays","5547528","True"
"1169","drove","5545848","True"
"1170","upset","5544484","True"
"1171","mines","5542234","True"
"1172","logan","5539308","True"
"1173","lance","5509634","True"
"1174","colon","5494297","True"
"1175","lanes","5489762","True"
"1176","purse","5488891","True"
"1177","align","5478643","True"
"1178","bless","5477461","True"
"1179","crest","5477034","True"
"1180","alloy","5468839","True"
"1181","tulsa","5463904","False"
"1182","casey","5462971","False"
"1183","draws","5458448","True"
"1184","bloom","5456938","True"
"1185","surge","5436623","True"
"1186","spank","5416004","True"
"1187","vault","5408483","True"
"1188","wires","5401677","True"
"1189","mails","5397230","True"
"1190","blake","5393654","False"
"1191","orbit","5389062","True"
"1192","bacon","5385205","True"
"1193","spine","5370074","True"
"1194","fatty","5363547","True"
"1195","joyce","5353720","False"
"1196","marco","5331228","False"
"1197","isaac","5321504","False"
"1198","oxide","5321340","True"
"1199","badly","5290145","True"
"1200","scoop","5272369","True"
"1201","blink","5257629","True"
"1202","carlo","5253391","False"
"1203","tiles","5251527","True"
"1204","tamil","5245277","False"
"1205","fuzzy","5241931","True"
"1206","grams","5240826","True"
"1207","forge","5226805","True"
"1208","dense","5225392","True"
"1209","brave","5221356","True"
"1210","awful","5217370","True"
"1211","whore","5199489","False"
"1212","wagon","5198530","True"
"1213","knock","5196013","True"
"1214","peers","5188853","True"
"1215","notre","5174371","False"
"1216","mambo","5164902","True"
"1217","flour","5162842","True"
"1218","choir","5156247","True"
"1219","blond","5155053","True"
"1220","burst","5147573","True"
"1221","fibre","5134463","False"
"1222","daisy","5124326","True"
"1223","crude","5119129","True"
"1224","bored","5114852","True"
"1225","allah","5096394","False"
"1226","fares","5093799","True"
"1227","hoped","5086531","True"
"1228","safer","5085040","True"
"1229","marsh","5073104","True"
"1230","ricky","5071881","False"
"1231","theta","5070673","True"
"1232","stake","5061965","True"
"1233","arbor","5057261","True"
"1234","rifle","5047417","True"
"1235","bulbs","5028440","True"
"1236","waist","5013500","True"
"1237","sewer","5008805","True"
"1238","bosch","5007744","False"
"1239","romeo","4990395","True"
"1240","demos","4984806","True"
"1241","sided","4982500","True"
"1242","cuban","4974134","False"
"1243","resin","4966700","True"
"1244","linen","4960413","True"
"1245","seals","4958012","True"
"1246","decay","4956622","True"
"1247","usher","4948609","True"
"1248","skate","4932092","True"
"1249","lynch","4920597","False"
"1250","franc","4916960","True"
"1251","flats","4911343","True"
"1252","heels","4907543","True"
"1253","voter","4905374","True"
"1254","urine","4903932","True"
"1255","capri","4902351","True"
"1256","towel","4901668","True"
"1257","sears","4897480","True"
"1258","flies","4894680","True"
"1259","crane","4888961","True"
"1260","habit","4880657","True"
"1261","coupe","4874541","True"
"1262","benin","4874165","False"
"1263","lords","4862111","True"
"1264","tends","4861901","True"
"1265","spark","4842423","True"
"1266","spike","4833410","True"
"1267","tonga","4813052","True"
"1268","backs","4797208","True"
"1269","hunks","4776866","True"
"1270","libya","4775799","False"
"1271","sedan","4769270","True"
"1272","cares","4757269","True"
"1273","flora","4756211","True"
"1274","hardy","4748572","True"
"1275","bells","4743841","True"
"1276","denim","4737554","True"
"1277","andre","4737505","False"
"1278","buick","4731433","False"
"1279","doses","4717242","True"
"1280","baked","4716100","True"
"1281","glove","4714578","True"
"1282","plush","4692870","True"
"1283","weber","4692730","True"
"1284","nelly","4686900","True"
"1285","urged","4685830","True"
"1286","brent","4683680","True"
"1287","adapt","4675567","True"
"1288","fuels","4657731","True"
"1289","brett","4651730","False"
"1290","paula","4650017","False"
"1291","stern","4643592","True"
"1292","shawn","4642740","True"
"1293","idiot","4635830","True"
"1294","debit","4633794","True"
"1295","edits","4631228","True"
"1296","raven","4630541","True"
"1297","slice","4628779","True"
"1298","aspen","4626441","True"
"1299","lemma","4623172","True"
"1300","venus","4618752","True"
"1301","halls","4607236","True"
"1302","pause","4606318","True"
"1303","demon","4602331","True"
"1304","gabon","4595710","False"
"1305","asses","4583177","True"
"1306","couch","4581367","True"
"1307","downs","4578206","True"
"1308","rogue","4576302","True"
"1309","optic","4558869","True"
"1310","chili","4553187","True"
"1311","grief","4552843","True"
"1312","sweat","4551615","True"
"1313","masks","4548281","True"
"1314","celeb","4548138","True"
"1315","assoc","4545277","False"
"1316","quake","4544481","True"
"1317","alley","4541475","True"
"1318","twain","4530277","True"
"1319","boise","4529204","False"
"1320","buffy","4519674","True"
"1321","loyal","4498834","True"
"1322","renal","4494106","True"
"1323","spite","4493143","True"
"1324","chill","4489643","True"
"1325","liner","4486145","True"
"1326","lifts","4479565","True"
"1327","vivid","4479514","True"
"1328","acted","4468180","True"
"1329","byron","4463413","False"
"1330","riley","4443795","True"
"1331","ninja","4439780","True"
"1332","sands","4428127","True"
"1333","steak","4413680","True"
"1334","cobra","4412823","True"
"1335","threw","4410853","True"
"1336","walsh","4391300","False"
"1337","ninth","4390562","True"
"1338","marry","4388137","True"
"1339","atoms","4375988","True"
"1340","drake","4373046","True"
"1341","della","4365759","False"
"1342","rails","4364886","True"
"1343","fried","4364192","True"
"1344","cairo","4364029","False"
"1345","malls","4362513","True"
"1346","woody","4355633","True"
"1347","cried","4352198","True"
"1348","plugs","4333394","True"
"1349","coded","4330278","True"
"1350","supra","4329457","True"
"1351","franz","4321556","False"
"1352","palau","4315852","False"
"1353","rival","4298220","True"
"1354","beige","4288534","True"
"1355","homer","4281428","True"
"1356","gases","4277836","True"
"1357","genus","4275567","True"
"1358","debts","4259542","True"
"1359","myths","4253827","True"
"1360","knees","4250743","True"
"1361","poets","4248574","True"
"1362","woven","4248524","True"
"1363","pedro","4247791","True"
"1364","trent","4242725","False"
"1365","rigid","4240019","True"
"1366","salsa","4234056","True"
"1367","blown","4229918","True"
"1368","baton","4229776","True"
"1369","abbey","4224864","True"
"1370","bruno","4216245","False"
"1371","evite","4214149","True"
"1372","diets","4207940","True"
"1373","sauna","4202256","True"
"1374","bowls","4193933","True"
"1375","cruel","4180956","True"
"1376","eager","4175668","True"
"1377","chang","4168927","True"
"1378","feast","4166016","True"
"1379","ankle","4146793","True"
"1380","decks","4131188","True"
"1381","blunt","4129800","True"
"1382","react","4126376","True"
"1383","rises","4124482","True"
"1384","shane","4124234","False"
"1385","coats","4107452","True"
"1386","fairs","4091127","True"
"1387","flute","4090740","True"
"1388","hindi","4088627","False"
"1389","harsh","4087715","True"
"1390","burma","4082398","False"
"1391","cease","4081957","True"
"1392","poles","4074284","True"
"1393","jenna","4054943","False"
"1394","equip","4044391","True"
"1395","hedge","4041429","True"
"1396","curry","4029540","True"
"1397","dewey","4024315","False"
"1398","pouch","4023912","True"
"1399","hooks","4023408","True"
"1400","peaks","4011396","True"
"1401","didnt","4002254","False"
"1402","bombs","3999701","True"
"1403","niche","3999108","True"
"1404","cigar","3993843","True"
"1405","curse","3982181","True"
"1406","forex","3977390","True"
"1407","titan","3974407","True"
"1408","anita","3972924","False"
"1409","shout","3965861","True"
"1410","nudes","3964133","True"
"1411","straw","3958211","True"
"1412","reuse","3950428","True"
"1413","loses","3942953","True"
"1414","suede","3941313","True"
"1415","peach","3938068","True"
"1416","uncut","3929056","True"
"1417","stove","3914849","True"
"1418","freak","3908219","True"
"1419","bluff","3906671","True"
"1420","sadly","3905175","True"
"1421","avail","3902711","True"
"1422","hatch","3896261","True"
"1423","stein","3893544","True"
"1424","drift","3889505","True"
"1425","crisp","3880385","True"
"1426","scans","3877627","True"
"1427","onset","3858839","True"
"1428","assay","3855224","True"
"1429","leigh","3853134","False"
"1430","tents","3850460","True"
"1431","snack","3847152","True"
"1432","squid","3828491","True"
"1433","maxim","3820484","True"
"1434","slate","3813904","True"
"1435","pagan","3805644","True"
"1436","widow","3804620","True"
"1437","skies","3796788","True"
"1438","kicks","3792491","True"
"1439","canoe","3790795","True"
"1440","juicy","3778910","True"
"1441","moody","3776452","True"
"1442","pedal","3763705","True"
"1443","tuned","3761208","True"
"1444","mayer","3758894","False"
"1445","geoff","3757759","False"
"1446","scrap","3757085","True"
"1447","bella","3753635","False"
"1448","terra","3747696","True"
"1449","vapor","3744912","True"
"1450","aloud","3743858","True"
"1451","goose","3739382","True"
"1452","hydro","3725464","True"
"1453","playa","3723548","True"
"1454","abide","3722809","True"
"1455","bliss","3708978","True"
"1456","parse","3698919","True"
"1457","jelly","3698541","True"
"1458","mania","3688699","True"
"1459","edwin","3688662","False"
"1460","clare","3687106","False"
"1461","bolts","3682849","True"
"1462","typed","3681027","True"
"1463","satan","3653674","False"
"1464","cheer","3648929","True"
"1465","marty","3646752","False"
"1466","clamp","3639509","True"
"1467","grape","3638159","True"
"1468","deeds","3636121","True"
"1469","traps","3628684","True"
"1470","racer","3625077","True"
"1471","guilt","3623942","True"
"1472","sweep","3623863","True"
"1473","doyle","3618714","False"
"1474","ducks","3618693","True"
"1475","vince","3616647","False"
"1476","param","3613208","False"
"1477","lunar","3611744","True"
"1478","posed","3604888","True"
"1479","forks","3592612","True"
"1480","boxer","3592432","True"
"1481","weigh","3587993","True"
"1482","rodeo","3587192","True"
"1483","moose","3581329","True"
"1484","crush","3576348","True"
"1485","cathy","3575710","False"
"1486","lever","3566558","True"
"1487","tasty","3565676","True"
"1488","rants","3561826","True"
"1489","tarot","3561389","True"
"1490","carts","3559795","True"
"1491","cocoa","3557169","True"
"1492","mixes","3552046","True"
"1493","panty","3546636","True"
"1494","bulls","3540837","True"
"1495","hurry","3536968","True"
"1496","clash","3531117","True"
"1497","biker","3530897","True"
"1498","stain","3512824","True"
"1499","reign","3505605","True"
"1500","baron","3504549","True"
"1501","bates","3503755","True"
"1502","stiff","3492842","True"
"1503","rabbi","3488700","True"
"1504","sushi","3488691","True"
"1505","puffy","3488647","True"
"1506","elbow","3484326","True"
"1507","stark","3479265","True"
"1508","circa","3475462","True"
"1509","razor","3451657","True"
"1510","cough","3451640","True"
"1511","tibet","3443821","False"
"1512","isles","3443470","True"
"1513","ovens","3443150","True"
"1514","inlet","3433125","True"
"1515","bronx","3430081","False"
"1516","gloss","3426618","True"
"1517","panda","3424825","True"
"1518","porch","3420626","True"
"1519","eaten","3412832","True"
"1520","steep","3399504","True"
"1521","dinar","3399128","True"
"1522","creed","3398609","True"
"1523","carat","3398374","True"
"1524","nobel","3397169","False"
"1525","faxes","3386604","True"
"1526","midst","3381410","True"
"1527","borne","3379421","True"
"1528","tempo","3372997","True"
"1529","torch","3360286","True"
"1530","lohan","3352800","True"
"1531","hacks","3348166","True"
"1532","attic","3347389","True"
"1533","piper","3346631","True"
"1534","stems","3336905","True"
"1535","avery","3318822","False"
"1536","tenth","3317039","True"
"1537","desks","3315227","True"
"1538","aided","3314916","True"
"1539","cutie","3305791","True"
"1540","notch","3302495","True"
"1541","seoul","3297895","False"
"1542","lacks","3296569","True"
"1543","bowie","3287191","True"
"1544","poses","3280246","True"
"1545","scent","3277212","True"
"1546","akron","3270629","False"
"1547","fines","3270544","True"
"1548","grasp","3270025","True"
"1549","ounce","3268355","True"
"1550","toast","3262695","True"
"1551","quota","3245515","True"
"1552","versa","3244429","False"
"1553","starr","3240045","True"
"1554","jumbo","3237095","True"
"1555","maths","3231878","True"
"1556","flint","3230800","True"
"1557","dummy","3230609","True"
"1558","awake","3230337","True"
"1559","burnt","3221640","True"
"1560","studs","3215366","True"
"1561","roast","3205415","True"
"1562","petty","3195594","True"
"1563","felix","3192747","False"
"1564","shiny","3192674","True"
"1565","smash","3192001","True"
"1566","ample","3187842","True"
"1567","scarf","3181107","True"
"1568","hated","3173792","True"
"1569","spicy","3170817","True"
"1570","fools","3167945","True"
"1571","beard","3166516","True"
"1572","wedge","3162851","True"
"1573","peggy","3160922","True"
"1574","denis","3155542","True"
"1575","hyper","3153749","True"
"1576","cites","3151464","True"
"1577","gamer","3144985","True"
"1578","savvy","3140230","True"
"1579","terri","3137162","False"
"1580","silva","3132617","True"
"1581","prima","3131523","True"
"1582","fetal","3127968","True"
"1583","palms","3127466","True"
"1584","chord","3123447","True"
"1585","hawks","3117529","True"
"1586","comet","3116034","True"
"1587","erase","3086642","True"
"1588","bites","3086130","True"
"1589","prose","3085898","True"
"1590","swear","3082372","True"
"1591","intra","3081776","True"
"1592","clown","3081501","True"
"1593","taboo","3079923","True"
"1594","dwarf","3072068","True"
"1595","pines","3062800","True"
"1596","fucks","3058134","True"
"1597","urges","3054809","True"
"1598","codec","3048388","True"
"1599","pablo","3042285","False"
"1600","beams","3032813","True"
"1601","dough","3032657","True"
"1602","welch","3031408","True"
"1603","boone","3027314","False"
"1604","horde","3026646","True"
"1605","nanny","3025474","True"
"1606","roach","3017586","True"
"1607","angus","3016497","False"
"1608","ashes","3011008","True"
"1609","natal","3010028","True"
"1610","locus","3009222","True"
"1611","prone","3001079","True"
"1612","clues","2988321","True"
"1613","crews","2986282","True"
"1614","timed","2978189","True"
"1615","scare","2972708","True"
"1616","thief","2970770","True"
"1617","motif","2961524","True"
"1618","hurts","2956264","True"
"1619","sofia","2954155","False"
"1620","spear","2942538","True"
"1621","nigel","2942111","False"
"1622","blanc","2937810","False"
"1623","birch","2936180","True"
"1624","slash","2935535","True"
"1625","mikes","2933878","True"
"1626","stacy","2924335","False"
"1627","helix","2921411","True"
"1628","dixie","2920964","True"
"1629","shook","2917411","True"
"1630","matte","2909215","True"
"1631","heidi","2908650","False"
"1632","zebra","2902469","True"
"1633","fetch","2897593","True"
"1634","unite","2888724","True"
"1635","shear","2886210","True"
"1636","ponds","2882178","True"
"1637","mates","2878121","True"
"1638","avian","2877167","True"
"1639","visas","2876354","True"
"1640","champ","2867858","True"
"1641","recap","2861982","True"
"1642","crawl","2859784","True"
"1643","flaws","2856172","True"
"1644","hazel","2841268","True"
"1645","messy","2833021","True"
"1646","rupee","2831536","True"
"1647","irene","2830387","False"
"1648","lungs","2828099","True"
"1649","vinci","2825779","False"
"1650","jacks","2818856","True"
"1651","stole","2814273","True"
"1652","kirby","2813914","True"
"1653","quasi","2804115","True"
"1654","exile","2801261","True"
"1655","anglo","2798286","True"
"1656","anton","2794807","False"
"1657","kappa","2793667","True"
"1658","vague","2783775","True"
"1659","wraps","2781569","True"
"1660","warns","2775722","True"
"1661","sting","2773263","True"
"1662","bravo","2772503","True"
"1663","liter","2768775","True"
"1664","nicht","2762565","True"
"1665","basil","2757419","True"
"1666","paced","2755521","True"
"1667","giles","2741044","False"
"1668","shack","2739743","True"
"1669","sleek","2734565","True"
"1670","ariel","2731662","True"
"1671","cafes","2730706","True"
"1672","hitch","2730000","True"
"1673","nexus","2728391","True"
"1674","tango","2727306","True"
"1675","ernst","2726438","False"
"1676","sings","2723225","True"
"1677","carte","2722336","True"
"1678","queer","2717979","True"
"1679","pains","2717960","True"
"1680","ahmed","2715850","False"
"1681","comma","2711522","True"
"1682","geeks","2710575","True"
"1683","avant","2710283","True"
"1684","torah","2698722","True"
"1685","freed","2683280","True"
"1686","cheek","2681029","True"
"1687","lasts","2678667","True"
"1688","bowel","2666510","True"
"1689","chats","2666432","True"
"1690","mafia","2666020","True"
"1691","shire","2665081","True"
"1692","scams","2662588","True"
"1693","lipid","2662396","True"
"1694","clyde","2658680","False"
"1695","mains","2652029","True"
"1696","rests","2645136","True"
"1697","vegan","2642418","True"
"1698","groom","2637912","True"
"1699","weeds","2634421","True"
"1700","beers","2633610","True"
"1701","clive","2633530","False"
"1702","darby","2631164","False"
"1703","fills","2630389","True"
"1704","grips","2629556","True"
"1705","kayak","2628993","True"
"1706","altar","2627835","True"
"1707","gears","2626927","True"
"1708","risen","2619862","True"
"1709","rhino","2619135","True"
"1710","ruler","2615554","True"
"1711","swept","2612095","True"
"1712","arose","2609029","True"
"1713","becky","2606971","False"
"1714","klaus","2604818","False"
"1715","hogan","2600534","True"
"1716","corey","2588392","True"
"1717","trays","2586701","True"
"1718","flock","2585098","True"
"1719","chung","2584176","False"
"1720","boris","2582954","False"
"1721","shave","2580057","True"
"1722","swamp","2575587","True"
"1723","faint","2565744","True"
"1724","gland","2561362","True"
"1725","blows","2556663","True"
"1726","stoke","2552684","True"
"1727","nasal","2536094","True"
"1728","loser","2529180","True"
"1729","claus","2528018","False"
"1730","femme","2521124","True"
"1731","siege","2518421","True"
"1732","tyres","2510350","True"
"1733","butte","2505600","True"
"1734","hicks","2503430","True"
"1735","pratt","2503054","True"
"1736","chalk","2498505","True"
"1737","negro","2489080","True"
"1738","wrath","2486700","True"
"1739","grind","2482307","True"
"1740","clint","2481872","True"
"1741","blitz","2476009","True"
"1742","osaka","2472838","False"
"1743","jorge","2471105","False"
"1744","cooks","2470395","True"
"1745","rainy","2469088","True"
"1746","mitch","2464162","True"
"1747","viola","2458792","True"
"1748","diver","2452406","True"
"1749","blaze","2448412","True"
"1750","wreck","2447935","True"
"1751","sammy","2447628","True"
"1752","arabs","2444955","False"
"1753","brock","2441409","True"
"1754","hoops","2438525","True"
"1755","macon","2437697","True"
"1756","lynne","2437544","False"
"1757","chloe","2434045","False"
"1758","horns","2427037","True"
"1759","kylie","2415779","True"
"1760","naomi","2413747","False"
"1761","clair","2410656","False"
"1762","crete","2409700","False"
"1763","damon","2401346","False"
"1764","owing","2399321","True"
"1765","benny","2393928","True"
"1766","annum","2390404","False"
"1767","roche","2384778","False"
"1768","ropes","2384639","True"
"1769","morse","2382036","True"
"1770","cords","2380982","True"
"1771","ditch","2373753","True"
"1772","slick","2372634","True"
"1773","chunk","2371231","True"
"1774","reels","2371017","True"
"1775","slept","2370802","True"
"1776","gregg","2370023","False"
"1777","waits","2362199","True"
"1778","tenor","2361385","True"
"1779","scrub","2360299","True"
"1780","cello","2358848","True"
"1781","caves","2355316","True"
"1782","cocos","2354000","True"
"1783","metre","2350745","True"
"1784","topaz","2348935","True"
"1785","soaps","2347810","True"
"1786","dusty","2339959","True"
"1787","patty","2339693","True"
"1788","crate","2336818","True"
"1789","cared","2333049","True"
"1790","beech","2327119","True"
"1791","frogs","2326307","True"
"1792","agnes","2322429","False"
"1793","maori","2321308","False"
"1794","tense","2320926","True"
"1795","moran","2312457","False"
"1796","decal","2311933","True"
"1797","temps","2309859","True"
"1798","fritz","2309089","True"
"1799","mover","2309084","True"
"1800","erica","2307054","True"
"1801","betsy","2299580","False"
"1802","fauna","2298940","True"
"1803","ortho","2295530","True"
"1804","eliza","2292065","False"
"1805","darts","2290842","True"
"1806","tails","2287798","True"
"1807","hangs","2287111","True"
"1808","quark","2286617","True"
"1809","dolce","2283881","True"
"1810","veins","2282346","True"
"1811","folds","2282227","True"
"1812","angie","2281695","False"
"1813","sneak","2280877","True"
"1814","octet","2280607","True"
"1815","mccoy","2278977","False"
"1816","edith","2271217","False"
"1817","magna","2269919","False"
"1818","tidal","2268649","True"
"1819","jules","2268604","False"
"1820","ernie","2268175","False"
"1821","crust","2267452","True"
"1822","dolly","2266400","True"
"1823","miner","2264812","True"
"1824","cecil","2262884","False"
"1825","cajun","2262690","True"
"1826","diner","2261961","True"
"1827","mound","2259654","True"
"1828","ethan","2256315","False"
"1829","reese","2252849","False"
"1830","chefs","2252629","True"
"1831","scion","2245350","True"
"1832","hoods","2240850","True"
"1833","jared","2240128","False"
"1834","wears","2237421","True"
"1835","regal","2236787","True"
"1836","alvin","2232995","False"
"1837","curly","2231026","True"
"1838","hound","2228633","True"
"1839","wharf","2226856","True"
"1840","flick","2226500","True"
"1841","datum","2226219","True"
"1842","maize","2222076","True"
"1843","banff","2221531","False"
"1844","psalm","2220027","True"
"1845","gowns","2217657","True"
"1846","leaks","2214133","True"
"1847","swell","2213445","True"
"1848","ville","2213387","False"
"1849","chico","2212526","True"
"1850","levin","2202321","True"
"1851","amiga","2201683","True"
"1852","viper","2201559","True"
"1853","gypsy","2201227","True"
"1854","litre","2195204","True"
"1855","binds","2193939","True"
"1856","flare","2190533","True"
"1857","wight","2190271","True"
"1858","crank","2185208","True"
"1859","goats","2184919","True"
"1860","rains","2183544","True"
"1861","brace","2182960","True"
"1862","ryder","2181395","False"
"1863","garth","2176273","True"
"1864","paolo","2174306","True"
"1865","argus","2172332","True"
"1866","mango","2171900","True"
"1867","thigh","2171107","True"
"1868","meats","2168286","True"
"1869","windy","2162674","True"
"1870","alamo","2162395","True"
"1871","steer","2159937","True"
"1872","vogue","2159792","True"
"1873","aired","2159611","True"
"1874","vodka","2155662","True"
"1875","zaire","2154891","True"
"1876","sakai","2152556","True"
"1877","knobs","2151258","True"
"1878","salts","2144773","True"
"1879","trina","2140397","False"
"1880","pests","2136804","True"
"1881","entre","2134677","False"
"1882","doris","2132988","True"
"1883","petit","2120813","True"
"1884","fries","2119656","True"
"1885","saxon","2118651","False"
"1886","stall","2114252","True"
"1887","serif","2109334","True"
"1888","aloha","2099181","True"
"1889","utter","2096533","True"
"1890","rents","2094682","True"
"1891","cater","2092828","True"
"1892","colts","2092808","True"
"1893","dunes","2088285","True"
"1894","pinch","2082769","True"
"1895","filth","2077997","True"
"1896","kraft","2076875","True"
"1897","algae","2068644","True"
"1898","shady","2059463","True"
"1899","erect","2057313","True"
"1900","vests","2056167","True"
"1901","lydia","2055299","False"
"1902","valet","2052690","True"
"1903","cheng","2052211","False"
"1904","eliot","2049290","False"
"1905","jihad","2048833","True"
"1906","jonah","2042513","False"
"1907","raped","2040735","True"
"1908","sloan","2040295","True"
"1909","plato","2039668","False"
"1910","palma","2035402","False"
"1911","taxis","2034449","True"
"1912","hates","2034161","True"
"1913","hague","2027435","False"
"1914","tammy","2025634","True"
"1915","madam","2023575","True"
"1916","libby","2019919","False"
"1917","tease","2019275","True"
"1918","aroma","2018777","True"
"1919","rowan","2014844","True"
"1920","dwell","2014411","True"
"1921","stair","2012524","True"
"1922","quart","2002127","True"
"1923","bison","2002028","True"
"1924","fungi","2000715","True"
"1925","greed","1997460","True"
"1926","bleed","1989071","True"
"1927","incur","1984112","True"
"1928","tempe","1984024","False"
"1929","cores","1983675","True"
"1930","nifty","1981740","True"
"1931","infos","1980341","True"
"1932","dukes","1971678","True"
"1933","fudge","1969555","True"
"1934","homme","1967874","True"
"1935","weave","1965230","True"
"1936","vicki","1965107","False"
"1937","exits","1963047","True"
"1938","siena","1962358","False"
"1939","dante","1961656","False"
"1940","cured","1955657","True"
"1941","buggy","1955438","True"
"1942","recon","1955124","True"
"1943","slack","1954286","True"
"1944","vines","1952255","True"
"1945","gorge","1950264","True"
"1946","liens","1947603","True"
"1947","jonas","1943585","False"
"1948","cages","1943021","True"
"1949","pager","1942889","True"
"1950","banjo","1940675","True"
"1951","duane","1939079","False"
"1952","hanna","1937669","False"
"1953","pepsi","1933586","True"
"1954","stare","1925618","True"
"1955","flair","1924190","True"
"1956","aisle","1917319","True"
"1957","dunno","1917052","True"
"1958","limbs","1916350","True"
"1959","paved","1914582","True"
"1960","scots","1911314","True"
"1961","seize","1908868","True"
"1962","spawn","1908837","True"
"1963","epoxy","1908076","True"
"1964","punta","1904881","False"
"1965","crypt","1904607","True"
"1966","bogus","1903710","True"
"1967","faded","1899648","True"
"1968","mobil","1899550","False"
"1969","tying","1898217","True"
"1970","diode","1897828","True"
"1971","johan","1896738","False"
"1972","rubin","1889443","True"
"1973","alain","1888792","False"
"1974","deter","1887521","True"
"1975","furry","1887389","True"
"1976","cubes","1887321","True"
"1977","rinse","1885846","True"
"1978","tides","1884762","True"
"1979","venom","1883158","True"
"1980","cries","1878107","True"
"1981","ether","1877315","True"
"1982","sheds","1874143","True"
"1983","sofas","1871940","True"
"1984","boing","1870671","True"
"1985","terre","1868063","False"
"1986","haute","1863024","True"
"1987","wacky","1861879","True"
"1988","muddy","1860188","True"
"1989","shalt","1854326","True"
"1990","naive","1848489","True"
"1991","hires","1845244","True"
"1992","tanya","1843045","False"
"1993","folio","1842202","True"
"1994","barre","1839524","True"
"1995","fiery","1838655","True"
"1996","fakes","1833800","True"
"1997","emule","1826567","True"
"1998","acorn","1825652","True"
"1999","basal","1821739","True"
"2000","flirt","1817719","True"
"2001","slang","1817718","True"
"2002","finch","1816047","True"
"2003","largo","1814464","True"
"2004","tally","1812605","True"
"2005","creep","1811981","True"
"2006","agile","1808955","True"
"2007","sacks","1808394","True"
"2008","ionic","1808092","True"
"2009","stray","1807545","True"
"2010","forte","1795408","True"
"2011","hanoi","1792996","False"
"2012","waive","1789027","True"
"2013","vance","1788288","False"
"2014","greet","1784219","True"
"2015","lymph","1781845","True"
"2016","bryce","1778157","False"
"2017","latch","1777882","True"
"2018","verbs","1777489","True"
"2019","drank","1777243","True"
"2020","santo","1772980","True"
"2021","ramon","1768774","False"
"2022","dansk","1767344","False"
"2023","grabs","1763328","True"
"2024","wards","1759766","True"
"2025","hinge","1758893","True"
"2026","faire","1756290","False"
"2027","emory","1755002","False"
"2028","maven","1754819","True"
"2029","vitae","1754634","True"
"2030","hertz","1752925","True"
"2031","flown","1749635","True"
"2032","micah","1747263","False"
"2033","repay","1746487","True"
"2034","await","1745587","True"
