"word","wordle_valid"
"delis","True"
"delit","False"
"della","False"
"dells","True"
"delly","True"
"deloo","False"
"delph","True"
"delta","True"
"delve","True"
"demal","False"
"demes","True"
"demit","True"
"demob","True"
"demon","True"
"demos","True"
"demot","False"
"demur","True"
"denar","True"
"denat","False"
"denay","True"
"denda","False"
"deneb","False"
"denes","True"
"denim","True"
"denis","True"
"denom","False"
"dense","True"
"dents","True"
"denty","False"
"deota","False"
"depas","False"
"depel","False"
"depit","False"
"depoh","False"
"depot","True"
"depth","True"
"derah","False"
"derat","True"
"deray","True"
"derby","True"
"derek","False"
"deric","False"
"deriv","False"
"derma","True"
"derms","True"
"derog","False"
"derri","False"
"derry","True"
"derth","True"
"derve","False"
"desex","True"
"desks","True"
"desma","False"
"dessa","False"
"desto","False"
"desyl","False"
"detar","False"
"detat","False"
"detax","False"
"deter","True"
"detin","False"
"dette","False"
"detur","False"
"deuce","True"
"deval","False"
"devas","True"
"devel","True"
"devex","False"
"devil","True"
"devon","True"
"devot","True"
"devow","False"
"dewal","False"
"dewan","True"
"dewar","True"
"dewax","True"
"dewed","True"
"dewer","False"
"dewey","False"
"dexes","True"
"deynt","False"
"dhabb","False"
"dhaks","True"
"dhava","False"
"dheri","False"
"dhikr","True"
"dhobi","True"
"dhoby","False"
"dhole","True"
"dhoni","False"
"dhoon","False"
"dhoti","True"
"dhoty","False"
"dhoul","False"
"dhows","True"
"dhuti","True"
"dhyal","False"
"diact","True"
"diaka","False"
"dials","True"
"diamb","False"
"diana","False"
"diane","True"
"diary","True"
"diazo","True"
"diced","True"
"dicer","True"
"dices","True"
"dicey","True"
"dicht","True"
"dicks","True"
"dicky","True"
"dicot","True"
"dicta","True"
"dicty","True"
"didal","False"
"diddy","True"
"didie","True"
"didle","False"
"didna","False"
"didnt","False"
"didos","True"
"didst","True"
"didus","False"
"didym","False"
"diego","False"
"diene","True"
"dieri","False"
"diets","True"
"diety","False"
"difda","False"
"dight","True"
"digit","True"
"digne","False"
"digor","False"
"digue","False"
"diked","True"
"diker","True"
"dikes","True"
"dildo","True"
"dilis","False"
"dilli","True"
"dills","True"
"dilly","True"
"dilos","False"
"dimer","True"
"dimes","True"
"dimin","False"
"dimit","False"
"dimly","True"
"dimmy","False"
"dimna","False"
"dimps","True"
"dinah","False"
"dinar","True"
"dined","True"
"diner","True"
"dines","True"
"dinge","True"
"dingo","True"
"dings","True"
"dingy","True"
"dinic","True"
"dinka","False"
"dinks","True"
"dinky","True"
"dinos","True"
"dints","True"
"dinus","False"
"diode","True"
"diols","True"
"dione","False"
"dioon","False"
"diose","False"
"diota","True"
"dioti","False"
"dioxy","False"
"diple","False"
"dippy","True"
"dipso","True"
"dipsy","False"
"dipus","False"
"dirca","False"
"direr","True"
"direx","False"
"dirge","True"
"dirgy","False"
"dirks","True"
"dirls","True"
"dirts","True"
"dirty","True"
"disci","True"
"disco","True"
"discs","True"
"dishy","True"
"disks","True"
"disli","False"
"disme","True"
"disna","False"
"distn","False"
"distr","False"
"disty","False"
"dital","True"
"ditas","True"
"ditch","True"
"diter","False"
"dites","True"
"ditto","True"
"ditty","True"
"diurn","False"
"divan","True"
"divas","True"
"dived","True"
"divel","False"
"diver","True"
"dives","True"
"divet","False"
"divia","False"
"divid","False"
"divot","True"
"divus","False"
"divvy","True"
"diwan","True"
"dixie","True"
"dixit","True"
"dizen","True"
"dizzy","True"
"djave","False"
"djinn","True"
"djins","True"
"djuka","False"
"doand","False"
"doats","True"
"doaty","False"
"dobby","True"
"dobie","True"
"dobla","True"
"dobos","False"
"dobra","True"
"docks","True"
"doddy","True"
"dodge","True"
"dodgy","True"
"dodos","True"
"doers","True"
"doesn","False"
"doest","True"
"doeth","True"
"doffs","True"
"dogal","False"
"doges","True"
"dogey","True"
"doggo","True"
"doggy","True"
"dogie","True"
"dogly","False"
"dogma","True"
"dogra","False"
"doigt","False"
"doily","True"
"doina","False"
"doing","True"
"doits","True"
"dojos","True"
"dolce","True"
"dolci","True"
"doled","True"
"doles","True"
"doley","False"
"dolia","True"
"dolls","True"
"dolly","True"
"dolor","True"
"dolos","True"
"dolph","False"
"dolts","True"
"dolus","False"
"domal","True"
"domba","False"
"domed","True"
"domer","False"
"domes","True"
"domic","True"
"dompt","False"
"domus","False"
"donal","False"
"donar","False"
"donas","True"
"donat","False"
"donax","False"
"doncy","False"
"donec","False"
"donee","True"
"donet","False"
"doney","False"
"donga","True"
"dongs","True"
"donia","False"
"donis","False"
"donna","True"
"donne","True"
"donny","True"
"donor","True"
"donsy","True"
"donum","False"
"donut","True"
"dooja","False"
"dooli","False"
"dooly","True"
"dooms","True"
"doors","True"
"doozy","True"
"dopas","True"
"doped","True"
"doper","True"
"dopes","True"
"dopey","True"
"dorab","False"
"dorad","True"
"doray","False"
"doree","True"
"dorey","False"
"doria","False"
"doric","True"
"doris","True"
"dorje","False"
"dorms","True"
"dormy","True"
"dorps","True"
"dorrs","True"
"dorsa","True"
"dorse","True"
"dorsi","False"
"dorts","True"
"dorty","True"
"dosed","True"
"doser","True"
"doses","True"
"dosis","False"
"dossy","False"
"dotal","True"
"doted","True"
"doter","True"
"dotes","True"
"dotty","True"
"douar","True"
"doubt","True"
"douce","True"
"dough","True"
"dougl","False"
"douma","True"
"doura","True"
"douse","True"
"doven","True"
"dover","True"
"doves","True"
"dovey","False"
"dowdy","True"
"dowed","True"
"dowel","True"
"dower","True"
"dowie","True"
"dowly","True"
"downs","True"
"downy","True"
"dowry","True"
"dowse","True"
"dowve","False"
"doxie","True"
"doyen","True"
"doyle","False"
"doylt","False"
"doyly","True"
"doyst","False"
"dozed","True"
"dozen","True"
"dozer","True"
"dozes","True"
"draba","False"
"drabs","True"
"draco","True"
"draff","True"
"draft","True"
"drago","False"
"drags","True"
"drail","True"
"drain","True"
"drake","True"
"drama","True"
"drame","False"
"dramm","False"
"drams","True"
"drang","False"
"drank","True"
"drant","True"
"drape","True"
"drate","False"
"drats","True"
"drave","True"
"drawk","False"
"drawl","True"
"drawn","True"
"draws","True"
"drays","True"
"dread","True"
"dream","True"
"drear","True"
"dreck","True"
"dreed","True"
"dreep","False"
"drees","True"
"dregs","True"
"dreks","True"
"dreng","False"
"drent","True"
"dress","True"
"drest","True"
"drias","False"
"dribs","True"
"dried","True"
"drier","True"
"dries","True"
"drift","True"
"drill","True"
"drily","True"
"drink","True"
"drinn","False"
"drips","True"
"dript","True"
"drisk","False"
"drive","True"
"drogh","False"
"droil","True"
"droit","True"
"droll","True"
"drome","True"
"drona","False"
"drone","True"
"drony","True"
"droob","True"
"drool","True"
"droop","True"
"drops","True"
"dropt","True"
"dross","True"
"droud","False"
"drouk","True"
"drove","True"
"drovy","False"
"drown","True"
"droyl","False"
"drubs","True"
"drugs","True"
"druid","True"
"drums","True"
"drung","False"
"drunk","True"
"drunt","False"
"drupa","False"
"drupe","True"
"drury","False"
"druse","True"
"drusy","True"
"druxy","True"
"druze","False"
"dryad","True"
"dryas","True"
"dryer","True"
"dryly","True"
"dryth","False"
"dsect","False"
"dtset","False"
"duads","True"
"duala","False"
"duali","False"
"duals","True"
"duane","False"
"duant","False"
"dubba","False"
"dubby","False"
"dubhe","False"
"dubio","False"
"ducal","True"
"ducat","True"
"duces","True"
"duchy","True"
"ducks","True"
"ducky","True"
"ducts","True"
"duddy","True"
"dudes","True"
"duels","True"
"duets","True"
"duffs","True"
"duffy","False"
"dugal","False"
"duhat","False"
"duits","True"
"dujan","False"
"dukes","True"
"dukhn","False"
"dulat","False"
"dulce","True"
"duler","False"
"dulia","True"
"dulls","True"
"dully","True"
"dulse","True"
"dumas","True"
"dumba","False"
"dumbs","True"
"dumby","False"
"dumka","True"
"dumky","True"
"dummy","True"
"dumps","True"
"dumpy","True"
"dunal","False"
"dunce","True"
"dunch","True"
"dunes","True"
"dungs","True"
"dungy","True"
"dunks","True"
"dunne","False"
"dunno","True"
"dunny","True"
"dunst","False"
"dunts","True"
"duole","False"
"duomi","True"
"duomo","True"
"duped","True"
"duper","True"
"dupes","True"
"dupla","False"
"duple","True"
"duply","True"
"duppa","False"
"duppy","True"
"dural","True"
"duras","True"
"durax","False"
"dured","True"
"duree","False"
"dures","True"
"duret","False"
"durio","False"
"durns","True"
"duroc","True"
"duros","True"
"duroy","True"
"durra","True"
"durrs","True"
"durry","True"
"durst","True"
"durum","True"
"duryl","False"
"durzi","True"
"dusio","False"
"dusks","True"
"dusky","True"
"dusts","True"
"dusty","True"
"dusun","False"
"dutch","True"
"dutra","False"
"duvet","True"
"duxes","True"
"dvigu","False"
"dwale","True"
"dwalm","True"
"dwang","True"
"dwarf","True"
"dwell","True"
"dwelt","True"
"dwine","True"
"dwyka","False"
"dyads","True"
"dyaus","False"
"dyers","True"
"dying","True"
"dyked","False"
"dyker","False"
"dykes","False"
"dylan","False"
"dynam","False"
"dynel","True"
"dynes","True"
"eably","False"
"eager","True"
"eagle","True"
"eagre","True"
"eared","True"
"earle","False"
"earls","True"
"early","True"
"earns","True"
"earsh","False"
"earth","True"
"eased","True"
"easel","True"
"easer","True"
"eases","True"
"easts","True"
"eaten","True"
"eater","True"
"eaved","True"
"eaver","False"
"eaves","True"
"ebbed","True"
"ebbet","True"
"eblis","False"
"ebons","True"
"ebony","True"
"ecart","False"
"echar","False"
"echea","False"
"eched","True"
"eches","True"
"echis","False"
"echos","True"
"ecize","False"
"eclat","True"
"ecoid","False"
"ecole","False"
"ecrus","True"
"ectad","False"
"ectal","False"
"edana","False"
"edder","False"
"eddic","False"
"eddie","False"
"edema","True"
"edgar","False"
"edged","True"
"edger","True"
"edges","True"
"edict","True"
"edify","True"
"edile","True"
"edith","False"
"edits","True"
"ediya","False"
"edoni","False"
"educe","True"
"educt","True"
"edwin","False"
"eeler","False"
"eemis","False"
"eerie","True"
"eeten","False"
"effet","False"
"effie","False"
"egads","True"
"egall","False"
"egers","True"
"egest","True"
"eggar","True"
"egged","True"
"egger","True"
"egret","True"
"egrid","False"
"egypt","False"
"eider","True"
"eidos","True"
"eight","True"
"eigne","True"
"eikon","True"
"eimak","False"
"eimer","False"
"eject","True"
"ejido","True"
"ejusd","False"
"ekaha","False"
"eking","True"
"ekron","False"
"elaic","False"
"elain","True"
"elamp","False"
"eland","True"
"elans","True"
"elaps","False"
"elate","True"
"elayl","False"
"elbow","True"
"elder","True"
"eldin","True"
"elean","False"
"elect","True"
"elegy","True"
"eleme","False"
"elemi","True"
"eleut","False"
"eleve","False"
"elfic","False"
"elfin","True"
"elian","False"
"elias","False"
"elide","True"
"elihu","False"
"eliot","False"
"elite","True"
"eliza","False"
"ellan","False"
"ellen","False"
"elmer","False"
"eloah","False"
"eloge","True"
"elogy","True"
"eloin","True"
"elong","False"
"elope","True"
"elops","True"
"elric","False"
"elses","False"
"elsin","True"
"elude","True"
"elute","True"
"elvan","True"
"elver","True"
"elves","True"
"elvet","False"
"elvis","False"
"elymi","False"
"email","True"
"emane","False"
"embar","True"
"embay","True"
"embed","True"
"ember","True"
"embog","True"
"embow","True"
"embox","True"
"embue","False"
"embus","True"
"emcee","True"
"emden","False"
"emeer","True"
"emend","True"
"emery","True"
"emesa","False"
"emeus","True"
"emigr","False"
"emily","False"
"emirs","True"
"emits","True"
"emlen","False"
"emmer","True"
"emmet","True"
"emmew","True"
"emong","True"
"emony","False"
"emory","False"
"emote","True"
"emove","True"
"empeo","False"
"empty","True"
"emule","True"
"emuls","False"
"emyde","True"
"emyds","True"
"enact","True"
"enage","False"
"enami","False"
"enapt","False"
"enarm","True"
"enate","True"
"encia","False"
"encup","False"
"encyc","False"
"ended","True"
"ender","True"
"endew","True"
"endia","False"
"endow","True"
"endue","True"
"eneas","False"
"eneid","False"
"enema","True"
"enemy","True"
"enent","False"
"enfin","False"
"engem","False"
"engin","False"
"engle","False"
"enhat","False"
"eniac","True"
"enjoy","True"
"enlay","False"
"enmew","True"
"ennew","False"
"ennia","False"
"ennoy","False"
"ennui","True"
"enoch","False"
"enode","False"
"enoil","False"
"enols","True"
"enorm","True"
"enorn","False"
"enows","True"
"enpia","False"
"enray","False"
"enrib","False"
"enrol","True"
"enrut","False"
"ensky","True"
"ensue","True"
"entad","False"
"ental","False"
"entea","False"
"enter","True"
"entia","True"
"entom","False"
"entre","False"
"entry","True"
"entte","False"
"enure","True"
"envoi","True"
"envoy","True"
"enweb","False"
"enzym","True"
"eoith","False"
"eosin","True"
"epact","True"
"epees","True"
"epeus","False"
"ephah","True"
"ephas","True"
"ephod","True"
"ephoi","False"
"ephor","True"
"epics","True"
"epiky","False"
"epist","False"
"eplot","False"
"epoch","True"
"epode","True"
"epopt","True"
"epoxy","True"
"eppes","False"
"eppie","False"
"epris","True"
"epsom","False"
"epulo","False"
"equal","True"
"eques","True"
"equid","True"
"equip","True"
"equiv","False"
"equus","False"
"erade","False"
"erase","True"
"erato","False"
"erava","False"
"erbia","True"
"erect","True"
"erept","False"
"ergal","False"
"ergon","True"
"ergot","True"
"erian","False"
"erica","True"
"erick","True"
"erika","False"
"erizo","False"
"ermit","False"
"ernes","True"
"ernie","False"
"ernst","False"
"erode","True"
"erose","True"
"erred","True"
"erron","False"
"error","True"
"ersar","False"
"erses","True"
"eruca","False"
"eruct","True"
"erugo","True"
"erump","False"
"erupt","True"
"ervil","True"
"ervum","False"
"erwin","False"
"eryon","False"
"esbay","False"
"escar","True"
"escot","True"
"escry","False"
"esere","False"
"eshin","False"
"eskar","True"
"esker","True"
"espec","False"
"esrog","False"
"essay","True"
"essed","False"
"essee","False"
"esses","True"
"essex","False"
"essie","False"
"estab","False"
"ester","True"
"estoc","True"
"estop","True"
"estre","False"
"estus","False"
"etang","False"
"etape","True"
"ethal","True"
"ethan","False"
"ethel","False"
"ether","True"
"ethic","True"
"ethid","False"
"ethos","True"
"ethyl","True"
"etiam","False"
"etnas","True"
"etrog","False"
"ettle","True"
"etude","True"
"etuis","True"
"etuve","False"
"etwas","False"
"etwee","True"
"etyma","True"
"eucre","False"
"eucti","False"
"euler","False"
"eupad","True"
"euros","True"
"eurus","False"
"eusol","True"
"evade","True"
"evang","False"
"evans","False"
"evase","False"
"eveck","False"
"evene","False"
"evens","True"
"event","True"
"evert","True"
"every","True"
"evese","False"
"evict","True"
"evils","True"
"evite","True"
"evoke","True"
"ewder","False"
"ewers","True"
"ewery","False"
"ewest","True"
"ewhow","True"
"ewing","False"
"exact","True"
"exalt","True"
"exams","True"
"exaun","False"
"excel","True"
"excud","False"
"excur","False"
"exdie","False"
"exeat","True"
"execs","True"
"exect","False"
"exede","False"
"exert","True"
"exhbn","False"
"exies","True"
"exile","True"
"exine","True"
"exing","True"
"exion","False"
"exist","True"
"exite","False"
"exits","True"
"exlex","False"
"exode","True"
"exody","False"
"exopt","False"
"expdt","False"
"expel","True"
"expos","True"
"exptl","False"
"expwy","False"
"exsec","False"
"exter","False"
"extol","True"
"extra","True"
"exude","True"
"exult","True"
"exurb","True"
"exust","False"
"exxon","False"
"eyass","True"
"eyers","True"
"eyess","False"
"eyght","False"
"eying","True"
"eyoty","False"
"eyrar","False"
"eyras","True"
"eyren","False"
"eyrer","False"
"eyres","True"
"eyrie","True"
"eyrir","True"
"faade","False"
"fabes","False"
"fable","True"
"faced","True"
"facer","True"
"faces","True"
"facet","True"
"facia","True"
"facie","False"
"facit","False"
"facks","False"
"facto","False"
"facts","True"
"facty","False"
"faddy","True"
"faded","True"
"faden","False"
"fader","True"
"fades","True"
"fadge","True"
"fadme","False"
"fados","True"
"faena","True"
"faery","True"
"faffy","True"
"fager","False"
"faggy","False"
"fagin","True"
"fagot","False"
"fagus","False"
"faham","False"
"fails","True"
"fains","True"
"faint","True"
"faire","False"
"fairm","False"
"fairs","True"
"fairy","True"
"faith","True"
"faits","False"
"faked","True"
"faker","True"
"fakes","True"
"fakir","True"
"falco","False"
"falda","False"
"falla","False"
"falls","True"
"fally","False"
"false","True"
"falun","False"
"falus","False"
"famed","True"
"fames","True"
"fanal","True"
"fanam","False"
"fancy","True"
"fanes","True"
"fanga","True"
"fango","True"
"fangs","True"
"fangy","False"
"fanit","False"
"fanny","True"
"fanon","True"
"fanos","True"
"fanti","False"
"fanum","True"
"fanwe","False"
"faqir","True"
"farad","True"
"farce","True"
"farci","True"
"farcy","True"
"farde","False"
"fardh","False"
"fardo","False"
"fards","True"
"fared","True"
"farer","True"
"fares","True"
"fario","False"
"farle","True"
"farls","True"
"farms","True"
"farmy","False"
"faros","True"
"farse","True"
"farsi","False"
"farth","False"
"farts","True"
"fasti","True"
"fasts","True"
"fatal","True"
"fated","True"
"fates","True"
"fatil","False"
"fatly","True"
"fator","False"
"fatso","True"
"fatty","True"
"fatwa","True"
"faugh","True"
"fauld","True"
"fault","True"
"faulx","False"
"fauna","True"
"fauns","True"
"faurd","True"
"fause","False"
"faust","False"
"faute","False"
"fauve","True"
"favel","True"
"favor","True"
"favus","True"
"fawns","True"
"fawny","True"
"faxed","True"
"faxes","True"
"fayal","False"
"fayed","True"
"fazed","True"
"fazes","True"
"fchar","False"
"fcomp","False"
"fconv","False"
"fdubs","False"
"fears","True"
"fease","True"
"feast","True"
"feats","True"
"featy","False"
"feaze","True"
"fecal","True"
"feces","True"
"fecit","True"
"fecks","True"
"fedia","False"
"feeds","True"
"feedy","False"
"feels","True"
"feely","False"
"feere","False"
"feest","False"
"feeze","True"
"feign","True"
"feint","True"
"feist","True"
"felid","True"
"felis","False"
"felix","False"
"fella","True"
"fells","True"
"felly","True"
"felon","True"
"felts","True"
"felty","True"
"felup","False"
"femes","True"
"femic","False"
"femme","True"
"femur","True"
"fence","True"
"fends","True"
"fendy","True"
"fenks","True"
"fenny","True"
"feods","True"
"feoff","True"
"ferae","False"
"feral","True"
"feres","True"
"feria","True"
"ferie","False"
"ferio","False"
"ferly","True"
"ferme","False"
"fermi","True"
"ferns","True"
"ferny","True"
"ferox","False"
"ferri","False"
"ferry","True"
"ferth","False"
"fesse","True"
"festa","True"
"feste","False"
"festy","True"
"fetal","True"
"fetas","True"
"fetch","True"
"feted","True"
"fetes","True"
"fetid","True"
"fetis","False"
"fetor","True"
"fetus","True"
"fetwa","True"
"feuar","True"
"feuds","True"
"feued","True"
"feute","False"
"fever","True"
"fewer","True"
"feyer","True"
"fezes","True"
"fezzy","True"
"fgrid","False"
"fhrer","False"
"fiant","False"
"fiard","False"
"fiars","True"
"fiats","True"
"fiber","True"
"fibra","False"
"fibre","False"
"fibro","True"
"fibry","False"
"fices","True"
"fiche","True"
"fichu","True"
"ficin","True"
"ficus","True"
"fidac","False"
"fidel","False"
"fides","True"
"fidge","True"
"fidia","False"
"fidos","True"
"fiefs","True"
"field","True"
"fiend","True"
"fient","True"
"fieri","False"
"fiery","True"
"fifed","True"
"fifer","True"
"fifes","True"
"fifie","False"
"fifth","True"
"fifty","True"
"figgy","True"
"fight","True"
"fiked","True"
"fikey","False"
"fikie","False"
"filao","False"
"filar","True"
"filch","True"
"filea","False"
"filed","True"
"filer","True"
"files","True"
"filet","True"
"filii","True"
"filix","False"
"filla","False"
"fille","True"
"fills","True"
"filly","True"
"films","True"
"filmy","True"
"filth","True"
"filum","True"
"final","True"
"finca","True"
"finch","True"
"finds","True"
"findy","False"
"fined","True"
"finer","True"
"fines","True"
"finew","False"
"fingu","False"
"finis","True"
"finks","True"
"finns","False"
"finny","True"
"fiord","True"
"fique","True"
"firca","False"
"fired","True"
"firer","True"
"fires","True"
"firma","False"
"firms","True"
"firns","True"
"firry","True"
"first","True"
"firth","True"
"fiscs","True"
"fishy","True"
"fists","True"
"fisty","True"
"fitch","True"
"fitly","True"
"fitty","False"
"fiver","True"
"fives","True"
"fixed","True"
"fixer","True"
"fixes","True"
"fixup","False"
"fizzy","True"
"fjeld","True"
"fjord","True"
"flabs","True"
"flack","True"
"flaff","True"
"flags","True"
"flail","True"
"flain","False"
"flair","True"
"flake","True"
"flaky","True"
"flamb","False"
"flame","True"
"flams","True"
"flamy","True"
"flane","True"
"flang","False"
"flank","True"
"flans","True"
"flaps","True"
"flare","True"
"flary","True"
"flash","True"
"flask","True"
"flats","True"
"flavo","False"
"flawn","True"
"flaws","True"
"flawy","True"
"flaxy","True"
"flays","True"
"flche","False"
"fldxt","False"
"fleak","False"
"fleam","True"
"flear","False"
"fleas","True"
"fleay","False"
"fleck","True"
"flect","False"
"fleer","True"
"flees","True"
"fleet","True"
"flegm","False"
"fleme","True"
"flesh","True"
"fleta","False"
"fleur","True"
"flews","True"
"flexo","True"
"fleys","True"
"flick","True"
"flics","True"
"flied","True"
"flier","True"
"flies","True"
"flimp","True"
"fling","True"
"flint","True"
"flipe","False"
"flips","True"
"flirt","True"
"flisk","True"
"flite","True"
"flits","True"
"fload","False"
"float","True"
"flock","True"
"flocs","True"
"floes","True"
"floey","False"
"flogs","True"
"floit","False"
"flong","True"
"flood","True"
"flook","False"
"floor","True"
"flops","True"
"flora","True"
"flory","True"
"flosh","True"
"floss","True"
"flota","True"
"flote","True"
"flots","False"
"flour","True"
"flout","True"
"flowe","False"
"flowk","False"
"flown","True"
"flows","True"
"floyd","False"
"floyt","False"
"flrie","False"
"flubs","True"
"flued","True"
"fluer","False"
"flues","True"
"fluey","True"
"fluff","True"
"fluid","True"
"fluke","True"
"fluky","True"
"flume","True"
"flump","True"
"flung","True"
"flunk","True"
"fluor","True"
"flurn","False"
"flurr","True"
"flurt","False"
"flush","True"
"flusk","False"
"flute","True"
"fluty","True"
"fluyt","True"
"flyby","True"
"flyer","True"
"flype","True"
"flyte","True"
"fname","False"
"fnese","False"
"foals","True"
"foaly","False"
"foams","True"
"foamy","True"
"focal","True"
"focus","True"
"fodda","False"
"foder","False"
"fodge","False"
"foehn","True"
"foeti","False"
"fogas","False"
"fogey","True"
"foggy","True"
"fogie","True"
"fogle","True"
"fogon","False"
"fogou","True"
"fogus","False"
"fohat","False"
"fohns","True"
"foils","True"
"foins","True"
"foism","False"
"foist","True"
"folds","True"
"foldy","False"
"folia","True"
"folic","True"
"folie","True"
"folio","True"
"folks","True"
"folky","True"
"folly","True"
"fomes","True"
"fonds","True"
"fondu","True"
"fonly","True"
"fonts","True"
"foods","True"
"foody","True"
"fools","True"
"foots","True"
"footy","True"
"foppy","False"
"foram","True"
"foray","True"
"forbs","True"
"forby","True"
"force","True"
"forcy","False"
"fordo","True"
"fords","True"
"fordy","False"
"forel","True"
"fores","True"
"foret","False"
"forex","True"
"forge","True"
"forgo","True"
"forks","True"
"forky","True"
"forma","False"
"forme","True"
"forms","True"
"formy","False"
"forra","False"
"forst","False"
"forte","True"
"forth","True"
"forts","True"
"forty","True"
"forum","True"
"fosie","False"
"fossa","True"
"fosse","True"
"fotch","False"
"fotui","False"
"fouls","True"
"found","True"
"fount","True"
"fourb","False"
"fours","True"
"foute","False"
"fouth","True"
"fouty","False"
"fovea","True"
"fowls","True"
"foxed","True"
"foxer","False"
"foxes","True"
"foxie","True"
"foxly","False"
"foyer","True"
"fplot","False"
"fpsps","False"
"frack","True"
"fract","True"
"frags","True"
"fraid","False"
"fraik","False"
"frail","True"
"frame","True"
"franc","True"
"frank","True"
"franz","False"
"frape","True"
"frapp","False"
"fraps","True"
"frary","False"
"frase","False"
"frass","True"
"frate","True"
"frats","True"
"fraud","True"
"fraus","True"
"frawn","False"
"frayn","False"
"frays","True"
"fraze","False"
"frden","False"
"freak","True"
"fream","False"
"freck","False"
"freed","True"
"freen","False"
"freer","True"
"frees","True"
"freet","True"
"freir","False"
"freit","True"
"fremd","True"
"fremt","False"
"frena","True"
"freon","True"
"frere","True"
"fresh","True"
"fress","False"
"frets","True"
"frett","False"
"freud","False"
"freya","False"
"freyr","False"
"friar","True"
"fried","True"
"frier","True"
"fries","True"
"frigs","True"
"frija","False"
"frike","False"
"frill","True"
"frise","True"
"frisk","True"
"friss","False"
"frist","True"
"frith","True"
"frits","True"
"fritt","True"
"fritz","True"
"frize","True"
"frizz","True"
"frock","True"
"froes","True"
"frogs","True"
"frond","True"
"frons","True"
"front","True"
"froom","False"
"frore","True"
"frory","True"
"frosh","True"
"frosk","False"
"frost","True"
"froth","True"
"frowl","False"
"frown","True"
"frows","True"
"frowy","True"
"froze","True"
"frugs","True"
"fruit","True"
"frump","True"
"frush","True"
"frust","True"
"fryer","True"
"fuage","False"
"fubby","True"
"fubsy","True"
"fuchi","False"
"fucks","True"
"fucus","True"
"fuder","False"
"fudge","True"
"fudgy","True"
"fuels","True"
"fuffy","True"
"fugal","True"
"fuggy","True"
"fugie","True"
"fugio","True"
"fugit","False"
"fugle","True"
"fugue","True"
"fujis","True"
"fulah","False"
"fulls","True"
"fully","True"
"fulth","False"
"fultz","False"
"fulup","False"
"fulwa","False"
"fumed","True"
"fumer","True"
"fumes","True"
"fumet","True"
"fumid","False"
"fundi","True"
"funds","True"
"funge","False"
"fungi","True"
"fungo","True"
"funic","False"
"funis","False"
"funje","False"
"funks","True"
"funky","True"
"funli","False"
"funny","True"
"fural","True"
"furan","True"
"furca","True"
"furil","False"
"furls","True"
"furor","True"
"furry","True"
"furud","False"
"furyl","False"
"furze","True"
"furzy","True"
"fused","True"
"fusee","True"
"fusel","True"
"fuses","True"
"fusht","False"
"fusil","True"
"fussy","True"
"fusty","True"
"fusus","False"
"futwa","False"
"fuzed","True"
"fuzee","True"
"fuzes","True"
"fuzil","True"
"fuzzy","True"
"fyces","True"
"fykes","True"
"fytte","True"
"gabby","True"
"gable","True"
"gabon","False"
"gaddi","True"
"gader","False"
"gades","True"
"gadge","True"
"gadid","True"
"gadis","True"
"gadso","True"
"gadus","False"
"gaels","False"
"gaffe","True"
"gaffs","True"
"gaged","True"
"gagee","False"
"gager","True"
"gages","True"
"gagor","False"
"gaily","True"
"gaine","False"
"gains","True"
"gaist","False"
"gaits","True"
"gaitt","True"
"gaius","False"
"gaize","False"
"galah","True"
"galas","True"
"galax","True"
"galbe","False"
"galea","True"
"galee","False"
"galei","False"
"galen","False"
"gales","True"
"galet","False"
"galey","False"
"galga","False"
"galik","False"
"galla","False"
"galli","False"
"galls","True"
"gally","True"
"galop","True"
"galut","True"
"galvo","True"
"gamba","True"
"gambe","True"
"gambs","True"
"gamed","True"
"gamer","True"
"games","True"
"gamey","True"
"gamic","True"
"gamin","True"
"gamma","True"
"gammy","True"
"gamps","True"
"gamut","True"
"ganam","False"
"ganch","True"
"ganda","False"
"ganef","True"
"ganev","True"
"ganga","False"
"gange","False"
"gangs","True"
"ganja","True"
"ganof","True"
"gansa","False"
"gansy","False"
"ganta","False"
"ganza","False"
"gaols","True"
"gaped","True"
"gaper","True"
"gapes","True"
"gappy","True"
"garad","False"
"garau","False"
"garbo","True"
"garbs","True"
"garce","False"
"garde","False"
"gardy","False"
"gareh","False"
"garle","False"
"garni","True"
"garon","False"
"garoo","False"
"garse","False"
"garth","True"
"garua","False"
"garum","True"
"gasan","False"
"gases","True"
"gashy","False"
"gasps","True"
"gaspy","True"
"gassy","True"
"gasts","True"
"gatch","True"
"gated","True"
"gater","True"
"gates","True"
"gatha","False"
"gator","True"
"gauby","False"
"gaucy","True"
"gauds","True"
"gaudy","True"
"gauge","True"
"gauls","False"
"gault","True"
"gaums","True"
"gaumy","True"
"gaunt","True"
"gaura","False"
"gaure","False"
"gaurs","True"
"gauss","True"
"gauze","True"
"gauzy","True"
"gavel","True"
"gavia","False"
"gavot","True"
"gawby","False"
"gawks","True"
"gawky","True"
"gawsy","True"
"gayal","True"
"gayer","True"
"gayly","True"
"gazed","True"
"gazee","False"
"gazel","False"
"gazer","True"
"gazes","True"
"gazet","False"
"gazon","True"
"gazoz","False"
"gconv","False"
"gears","True"
"gease","False"
"geast","False"
"gebur","True"
"gecko","True"
"gecks","True"
"gedds","False"
"geeks","True"
"geese","True"
"geest","True"
"gehey","False"
"geira","False"
"geisa","False"
"geist","True"
