"word","source","curated_frequency_score","wordle_valid"
"defer","wordle","","True"
"deffo","wordle","","True"
"defis","wordle","","True"
"defog","wordle","","True"
"degas","wordle","","True"
"degum","wordle","","True"
"degus","wordle","","True"
"deice","wordle","","True"
"deids","wordle","","True"
"deify","wordle","","True"
"deign","wordle","","True"
"deils","wordle","","True"
"deism","wordle","","True"
"deist","wordle","","True"
"deity","curated+wordle","12","True"
"deked","wordle","","True"
"dekes","wordle","","True"
"dekko","wordle","","True"
"delay","curated+wordle","47","True"
"deled","wordle","","True"
"deles","wordle","","True"
"delfs","wordle","","True"
"delft","wordle","","True"
"delis","wordle","","True"
"dells","wordle","","True"
"delly","wordle","","True"
"delos","wordle","","True"
"delph","wordle","","True"
"delta","wordle","","True"
"delts","wordle","","True"
"delve","wordle","","True"
"deman","wordle","","True"
"demes","wordle","","True"
"demic","wordle","","True"
"demit","wordle","","True"
"demob","wordle","","True"
"demoi","wordle","","True"
"demon","wordle","","True"
"demos","wordle","","True"
"dempt","wordle","","True"
"demur","wordle","","True"
"denar","wordle","","True"
"denay","wordle","","True"
"dench","wordle","","True"
"denes","wordle","","True"
"denet","wordle","","True"
"denim","wordle","","True"
"denis","wordle","","True"
"dense","curated+wordle","44","True"
"dents","wordle","","True"
"deoxy","wordle","","True"
"depot","wordle","","True"
"depth","curated+wordle","30","True"
"derat","wordle","","True"
"deray","wordle","","True"
"derby","wordle","","True"
"dered","wordle","","True"
"deres","wordle","","True"
"derig","wordle","","True"
"derma","wordle","","True"
"derms","wordle","","True"
"derns","wordle","","True"
"derny","wordle","","True"
"deros","wordle","","True"
"derro","wordle","","True"
"derry","wordle","","True"
"derth","wordle","","True"
"dervs","wordle","","True"
"desex","wordle","","True"
"deshi","wordle","","True"
"desis","wordle","","True"
"desks","wordle","","True"
"desse","wordle","","True"
"deter","wordle","","True"
"detox","wordle","","True"
"deuce","wordle","","True"
"devas","wordle","","True"
"devel","wordle","","True"
"devil","curated+wordle","72","True"
"devis","wordle","","True"
"devon","wordle","","True"
"devos","wordle","","True"
"devot","wordle","","True"
"dewan","wordle","","True"
"dewar","wordle","","True"
"dewax","wordle","","True"
"dewed","wordle","","True"
"dexes","wordle","","True"
"dexie","wordle","","True"
"dhaba","wordle","","True"
"dhaks","wordle","","True"
"dhals","wordle","","True"
"dhikr","wordle","","True"
"dhobi","wordle","","True"
"dhole","wordle","","True"
"dholl","wordle","","True"
"dhols","wordle","","True"
"dhoti","wordle","","True"
"dhows","wordle","","True"
"dhuti","wordle","","True"
"diact","wordle","","True"
"dials","wordle","","True"
"diane","wordle","","True"
"diary","curated+wordle","16","True"
"diazo","wordle","","True"
"dibbs","wordle","","True"
"diced","wordle","","True"
"dicer","wordle","","True"
"dices","wordle","","True"
"dicey","wordle","","True"
"dicht","wordle","","True"
"dicks","wordle","","True"
"dicky","wordle","","True"
"dicot","wordle","","True"
"dicta","wordle","","True"
"dicts","wordle","","True"
"dicty","wordle","","True"
"diddy","wordle","","True"
"didie","wordle","","True"
"didos","wordle","","True"
"didst","wordle","","True"
"diebs","wordle","","True"
"diels","wordle","","True"
"diene","wordle","","True"
"diets","wordle","","True"
"diffs","wordle","","True"
"dight","wordle","","True"
"digit","wordle","","True"
"dikas","wordle","","True"
"diked","wordle","","True"
"diker","wordle","","True"
"dikes","wordle","","True"
"dikey","wordle","","True"
"dildo","wordle","","True"
"dilli","wordle","","True"
"dills","wordle","","True"
"dilly","wordle","","True"
"dimbo","wordle","","True"
"dimer","wordle","","True"
"dimes","wordle","","True"
"dimly","wordle","","True"
"dimps","wordle","","True"
"dinar","wordle","","True"
"dined","curated+wordle","19","True"
"diner","wordle","","True"
"dines","wordle","","True"
"dinge","wordle","","True"
"dingo","wordle","","True"
"dings","wordle","","True"
"dingy","wordle","","True"
"dinic","wordle","","True"
"dinks","wordle","","True"
"dinky","wordle","","True"
"dinna","wordle","","True"
"dinos","wordle","","True"
"dints","wordle","","True"
"diode","wordle","","True"
"diols","wordle","","True"
"diota","wordle","","True"
"dippy","wordle","","True"
"dipso","wordle","","True"
"diram","wordle","","True"
"direr","wordle","","True"
"dirge","wordle","","True"
"dirke","wordle","","True"
"dirks","wordle","","True"
"dirls","wordle","","True"
"dirts","wordle","","True"
"dirty","wordle","","True"
"disas","wordle","","True"
"disci","wordle","","True"
"disco","wordle","","True"
"discs","wordle","","True"
"dishy","wordle","","True"
"disks","wordle","","True"
"disme","wordle","","True"
"dital","wordle","","True"
"ditas","wordle","","True"
"ditch","curated+wordle","9","True"
"dited","wordle","","True"
"dites","wordle","","True"
"ditsy","wordle","","True"
"ditto","wordle","","True"
"ditts","wordle","","True"
"ditty","wordle","","True"
"ditzy","wordle","","True"
"divan","wordle","","True"
"divas","wordle","","True"
"dived","wordle","","True"
"diver","wordle","","True"
"dives","wordle","","True"
"divis","wordle","","True"
"divna","wordle","","True"
"divos","wordle","","True"
"divot","wordle","","True"
"divvy","wordle","","True"
"diwan","wordle","","True"
"dixie","wordle","","True"
"dixit","wordle","","True"
"diyas","wordle","","True"
"dizen","wordle","","True"
"dizzy","wordle","","True"
"djinn","wordle","","True"
"djins","wordle","","True"
"doabs","wordle","","True"
"doats","wordle","","True"
"dobby","wordle","","True"
"dobes","wordle","","True"
"dobie","wordle","","True"
"dobla","wordle","","True"
"dobra","wordle","","True"
"dobro","wordle","","True"
"docht","wordle","","True"
"docks","wordle","","True"
"docos","wordle","","True"
"docus","wordle","","True"
"doddy","wordle","","True"
"dodge","wordle","","True"
"dodgy","wordle","","True"
"dodos","wordle","","True"
"doeks","wordle","","True"
"doers","wordle","","True"
"doest","wordle","","True"
"doeth","wordle","","True"
"doffs","wordle","","True"
"dogan","wordle","","True"
"doges","wordle","","True"
"dogey","wordle","","True"
"doggo","wordle","","True"
"doggy","wordle","","True"
"dogie","wordle","","True"
"dogma","wordle","","True"
"dohyo","wordle","","True"
"doilt","wordle","","True"
"doily","wordle","","True"
"doing","curated+wordle","178","True"
"doits","wordle","","True"
"dojos","wordle","","True"
"dolce","wordle","","True"
"dolci","wordle","","True"
"doled","wordle","","True"
"doles","wordle","","True"
"dolia","wordle","","True"
"dolls","wordle","","True"
"dolly","wordle","","True"
"dolma","wordle","","True"
"dolor","wordle","","True"
"dolos","wordle","","True"
"dolts","wordle","","True"
"domal","wordle","","True"
"domed","wordle","","True"
"domes","wordle","","True"
"domic","wordle","","True"
"donah","wordle","","True"
"donas","wordle","","True"
"donee","wordle","","True"
"doner","wordle","","True"
"donga","wordle","","True"
"dongs","wordle","","True"
"donko","wordle","","True"
"donna","wordle","","True"
"donne","wordle","","True"
"donny","wordle","","True"
"donor","wordle","","True"
"donsy","wordle","","True"
"donut","wordle","","True"
"doobs","wordle","","True"
"dooce","wordle","","True"
"doody","wordle","","True"
"dooks","wordle","","True"
"doole","wordle","","True"
"dools","wordle","","True"
"dooly","wordle","","True"
"dooms","wordle","","True"
"doomy","wordle","","True"
"doona","wordle","","True"
"doorn","wordle","","True"
"doors","wordle","","True"
"doozy","wordle","","True"
"dopas","wordle","","True"
"doped","wordle","","True"
"doper","wordle","","True"
"dopes","wordle","","True"
"dopey","wordle","","True"
"dorad","wordle","","True"
"dorba","wordle","","True"
"dorbs","wordle","","True"
"doree","wordle","","True"
"dores","wordle","","True"
"doric","wordle","","True"
"doris","wordle","","True"
"dorks","wordle","","True"
"dorky","wordle","","True"
"dorms","wordle","","True"
"dormy","wordle","","True"
"dorps","wordle","","True"
"dorrs","wordle","","True"
"dorsa","wordle","","True"
"dorse","wordle","","True"
"dorts","wordle","","True"
"dorty","wordle","","True"
"dosai","wordle","","True"
"dosas","wordle","","True"
"dosed","wordle","","True"
"doseh","wordle","","True"
"doser","wordle","","True"
"doses","curated+wordle","28","True"
"dosha","wordle","","True"
"dotal","wordle","","True"
"doted","wordle","","True"
"doter","wordle","","True"
"dotes","wordle","","True"
"dotty","wordle","","True"
"douar","wordle","","True"
"doubt","curated+wordle","152","True"
"douce","wordle","","True"
"doucs","wordle","","True"
"dough","wordle","","True"
"douks","wordle","","True"
"doula","wordle","","True"
"douma","wordle","","True"
"doums","wordle","","True"
"doups","wordle","","True"
"doura","wordle","","True"
"douse","wordle","","True"
"douts","wordle","","True"
"doved","wordle","","True"
"doven","wordle","","True"
"dover","wordle","","True"
"doves","wordle","","True"
"dovie","wordle","","True"
"dowar","wordle","","True"
"dowds","wordle","","True"
"dowdy","wordle","","True"
"dowed","wordle","","True"
"dowel","wordle","","True"
"dower","wordle","","True"
"dowie","wordle","","True"
"dowle","wordle","","True"
"dowls","wordle","","True"
"dowly","wordle","","True"
"downa","wordle","","True"
"downs","wordle","","True"
"downy","wordle","","True"
"dowps","wordle","","True"
"dowry","wordle","","True"
"dowse","wordle","","True"
"dowts","wordle","","True"
"doxed","wordle","","True"
"doxes","wordle","","True"
"doxie","wordle","","True"
"doyen","wordle","","True"
"doyly","wordle","","True"
"dozed","curated+wordle","7","True"
"dozen","curated+wordle","36","True"
"dozer","wordle","","True"
"dozes","wordle","","True"
"drabs","wordle","","True"
"drack","wordle","","True"
"draco","wordle","","True"
"draff","wordle","","True"
"draft","curated+wordle","30","True"
"drags","wordle","","True"
"drail","wordle","","True"
"drain","curated+wordle","18","True"
"drake","wordle","","True"
"drama","curated+wordle","7","True"
"drams","wordle","","True"
"drank","curated+wordle","25","True"
"drant","wordle","","True"
"drape","wordle","","True"
"draps","wordle","","True"
"drats","wordle","","True"
"drave","wordle","","True"
"drawl","wordle","","True"
"drawn","curated+wordle","147","True"
"draws","wordle","","True"
"drays","wordle","","True"
"dread","curated+wordle","12","True"
"dream","curated+wordle","45","True"
"drear","wordle","","True"
"dreck","wordle","","True"
"dreed","wordle","","True"
"dreer","wordle","","True"
"drees","wordle","","True"
"dregs","curated+wordle","3","True"
"dreks","wordle","","True"
"drent","wordle","","True"
"drere","wordle","","True"
"dress","curated+wordle","138","True"
"drest","wordle","","True"
"dreys","wordle","","True"
"dribs","wordle","","True"
"drice","wordle","","True"
"dried","curated+wordle","26","True"
"drier","wordle","","True"
"dries","curated+wordle","4","True"
"drift","curated+wordle","23","True"
"drill","wordle","","True"
"drily","wordle","","True"
"drink","wordle","","True"
"drips","wordle","","True"
"dript","wordle","","True"
"drive","curated+wordle","86","True"
"droid","wordle","","True"
"droil","wordle","","True"
"droit","wordle","","True"
"droke","wordle","","True"
"drole","wordle","","True"
"droll","wordle","","True"
"drome","wordle","","True"
"drone","wordle","","True"
"drony","wordle","","True"
"droob","wordle","","True"
"droog","wordle","","True"
"drook","wordle","","True"
"drool","wordle","","True"
"droop","wordle","","True"
"drops","wordle","","True"
"dropt","wordle","","True"
"dross","wordle","","True"
"drouk","wordle","","True"
"drove","curated+wordle","114","True"
"drown","wordle","","True"
"drows","wordle","","True"
"drubs","wordle","","True"
"drugs","curated+wordle","16","True"
"druid","wordle","","True"
"drums","wordle","","True"
"drunk","wordle","","True"
"drupe","wordle","","True"
"druse","wordle","","True"
"drusy","wordle","","True"
"druxy","wordle","","True"
"dryad","wordle","","True"
"dryas","wordle","","True"
"dryer","wordle","","True"
"dryly","wordle","","True"
"dsobo","wordle","","True"
"dsomo","wordle","","True"
"duads","wordle","","True"
"duals","wordle","","True"
"duans","wordle","","True"
"duars","wordle","","True"
"dubbo","wordle","","True"
"ducal","wordle","","True"
"ducat","wordle","","True"
"duces","wordle","","True"
"duchy","wordle","","True"
"ducks","wordle","","True"
"ducky","wordle","","True"
"ducts","curated+wordle","10","True"
"duddy","wordle","","True"
"duded","wordle","","True"
"dudes","wordle","","True"
"duels","wordle","","True"
"duets","wordle","","True"
"duett","wordle","","True"
"duffs","wordle","","True"
"dufus","wordle","","True"
"duing","wordle","","True"
"duits","wordle","","True"
"dukas","wordle","","True"
"duked","wordle","","True"
"dukes","wordle","","True"
"dukka","wordle","","True"
"dulce","wordle","","True"
"dules","wordle","","True"
"dulia","wordle","","True"
"dulls","wordle","","True"
"dully","wordle","","True"
"dulse","wordle","","True"
"dumas","wordle","","True"
"dumbo","wordle","","True"
"dumbs","wordle","","True"
"dumka","wordle","","True"
"dumky","wordle","","True"
"dummy","wordle","","True"
"dumps","wordle","","True"
"dumpy","wordle","","True"
"dunam","wordle","","True"
"dunce","wordle","","True"
"dunch","wordle","","True"
"dunes","wordle","","True"
"dungs","wordle","","True"
"dungy","wordle","","True"
"dunks","wordle","","True"
"dunno","wordle","","True"
"dunny","wordle","","True"
"dunsh","wordle","","True"
"dunts","wordle","","True"
"duomi","wordle","","True"
"duomo","wordle","","True"
"duped","wordle","","True"
"duper","wordle","","True"
"dupes","wordle","","True"
"duple","wordle","","True"
"duply","wordle","","True"
"duppy","wordle","","True"
"dural","wordle","","True"
"duras","wordle","","True"
"dured","wordle","","True"
"dures","wordle","","True"
"durgy","wordle","","True"
"durns","wordle","","True"
"duroc","wordle","","True"
"duros","wordle","","True"
"duroy","wordle","","True"
"durra","wordle","","True"
"durrs","wordle","","True"
"durry","wordle","","True"
"durst","wordle","","True"
"durum","wordle","","True"
"durzi","wordle","","True"
"dusks","wordle","","True"
"dusky","wordle","","True"
"dusts","wordle","","True"
"dusty","wordle","","True"
"dutch","wordle","","True"
"duvet","wordle","","True"
"duxes","wordle","","True"
"dwaal","wordle","","True"
"dwale","wordle","","True"
"dwalm","wordle","","True"
"dwams","wordle","","True"
"dwang","wordle","","True"
"dwarf","curated+wordle","5","True"
"dwaum","wordle","","True"
"dweeb","wordle","","True"
"dwell","curated+wordle","8","True"
"dwelt","curated+wordle","9","True"
"dwile","wordle","","True"
"dwine","wordle","","True"
"dyads","wordle","","True"
"dyers","wordle","","True"
"dying","curated+wordle","80","True"
"dykon","wordle","","True"
"dynel","wordle","","True"
"dynes","wordle","","True"
"dzhos","wordle","","True"
"eager","curated+wordle","50","True"
"eagle","curated+wordle","9","True"
"eagre","wordle","","True"
"ealed","wordle","","True"
"eales","wordle","","True"
"eaned","wordle","","True"
"eards","wordle","","True"
"eared","wordle","","True"
"earls","wordle","","True"
"early","curated+wordle","270","True"
"earns","wordle","","True"
"earnt","wordle","","True"
"earst","wordle","","True"
"earth","curated+wordle","117","True"
"eased","wordle","","True"
"easel","wordle","","True"
"easer","wordle","","True"
"eases","wordle","","True"
"easle","wordle","","True"
"easts","wordle","","True"
"eaten","curated+wordle","18","True"
"eater","wordle","","True"
"eathe","wordle","","True"
"eaved","wordle","","True"
"eaves","wordle","","True"
"ebbed","curated+wordle","1","True"
"ebbet","wordle","","True"
"ebons","wordle","","True"
"ebony","wordle","","True"
"ebook","wordle","","True"
"ecads","wordle","","True"
"eched","wordle","","True"
"eches","wordle","","True"
"echos","wordle","","True"
"eclat","wordle","","True"
"ecrus","wordle","","True"
"edema","wordle","","True"
"edged","curated+wordle","5","True"
"edger","wordle","","True"
"edges","curated+wordle","70","True"
"edict","wordle","","True"
"edify","wordle","","True"
"edile","wordle","","True"
"edits","wordle","","True"
"educe","wordle","","True"
"educt","wordle","","True"
"eejit","wordle","","True"
"eensy","wordle","","True"
"eerie","wordle","","True"
"eeven","wordle","","True"
"eevns","wordle","","True"
"effed","wordle","","True"
"egads","wordle","","True"
"egers","wordle","","True"
"egest","wordle","","True"
"eggar","wordle","","True"
"egged","curated+wordle","1","True"
"egger","wordle","","True"
"egmas","wordle","","True"
"egret","wordle","","True"
"ehing","wordle","","True"
"eider","wordle","","True"
"eidos","wordle","","True"
"eight","curated+wordle","128","True"
"eigne","wordle","","True"
"eiked","wordle","","True"
"eikon","wordle","","True"
"eilds","wordle","","True"
"eisel","wordle","","True"
"eject","wordle","","True"
"ejido","wordle","","True"
"eking","wordle","","True"
"ekkas","wordle","","True"
"elain","wordle","","True"
"eland","wordle","","True"
"elans","wordle","","True"
"elate","wordle","","True"
"elbow","curated+wordle","92","True"
"elchi","wordle","","True"
"elder","curated+wordle","40","True"
"eldin","wordle","","True"
"elect","curated+wordle","12","True"
"elegy","wordle","","True"
"elemi","wordle","","True"
"elfed","wordle","","True"
"elfin","wordle","","True"
"eliad","wordle","","True"
"elide","wordle","","True"
"elint","wordle","","True"
"elite","wordle","","True"
"elmen","wordle","","True"
"eloge","wordle","","True"
"elogy","wordle","","True"
"eloin","wordle","","True"
"elope","wordle","","True"
"elops","wordle","","True"
"elpee","wordle","","True"
"elsin","wordle","","True"
"elude","wordle","","True"
"elute","wordle","","True"
"elvan","wordle","","True"
"elven","wordle","","True"
"elver","wordle","","True"
"elves","wordle","","True"
"emacs","wordle","","True"
"email","curated+wordle","13","True"
"embar","wordle","","True"
"embay","wordle","","True"
"embed","wordle","","True"
"ember","wordle","","True"
"embog","wordle","","True"
"embow","wordle","","True"
"embox","wordle","","True"
"embus","wordle","","True"
"emcee","wordle","","True"
"emeer","wordle","","True"
"emend","wordle","","True"
"emerg","wordle","","True"
"emery","wordle","","True"
"emeus","wordle","","True"
"emics","wordle","","True"
"emirs","wordle","","True"
"emits","wordle","","True"
"emmas","wordle","","True"
"emmer","wordle","","True"
"emmet","wordle","","True"
"emmew","wordle","","True"
"emmys","wordle","","True"
"emoji","wordle","","True"
"emong","wordle","","True"
"emote","wordle","","True"
"emove","wordle","","True"
"empts","wordle","","True"
"empty","curated+wordle","61","True"
"emule","wordle","","True"
"emure","wordle","","True"
"emyde","wordle","","True"
"emyds","wordle","","True"
"enact","curated+wordle","11","True"
"enarm","wordle","","True"
"enate","wordle","","True"
"ended","curated+wordle","39","True"
"ender","wordle","","True"
"endew","wordle","","True"
"endow","wordle","","True"
"endue","wordle","","True"
"enema","wordle","","True"
"enemy","curated+wordle","292","True"
"enews","wordle","","True"
"enfix","wordle","","True"
"eniac","wordle","","True"
"enjoy","wordle","","True"
"enlit","wordle","","True"
"enmew","wordle","","True"
"ennog","wordle","","True"
"ennui","wordle","","True"
"enoki","wordle","","True"
"enols","wordle","","True"
"enorm","wordle","","True"
"enows","wordle","","True"
"enrol","wordle","","True"
"ensew","wordle","","True"
"ensky","wordle","","True"
"ensue","curated+wordle","22","True"
"enter","curated+wordle","107","True"
"entia","wordle","","True"
"entry","wordle","","True"
"enure","wordle","","True"
"enurn","wordle","","True"
"envoi","wordle","","True"
"envoy","wordle","","True"
"enzym","wordle","","True"
"eorls","wordle","","True"
"eosin","wordle","","True"
"epact","wordle","","True"
"epees","wordle","","True"
"ephah","wordle","","True"
"ephas","wordle","","True"
"ephod","wordle","","True"
"ephor","wordle","","True"
"epics","wordle","","True"
"epoch","curated+wordle","16","True"
"epode","wordle","","True"
"epopt","wordle","","True"
"epoxy","wordle","","True"
"epris","wordle","","True"
"equal","curated+wordle","108","True"
"eques","wordle","","True"
"equid","wordle","","True"
"equip","wordle","","True"
"erase","wordle","","True"
"erbia","wordle","","True"
"erect","curated+wordle","17","True"
"erevs","wordle","","True"
"ergon","wordle","","True"
"ergos","wordle","","True"
"ergot","wordle","","True"
"erhus","wordle","","True"
"erica","wordle","","True"
"erick","wordle","","True"
"erics","wordle","","True"
"ering","wordle","","True"
"erned","wordle","","True"
"ernes","wordle","","True"
"erode","wordle","","True"
"erose","wordle","","True"
"erred","wordle","","True"
"error","wordle","","True"
"erses","wordle","","True"
"eruct","wordle","","True"
"erugo","wordle","","True"
"erupt","wordle","","True"
"eruvs","wordle","","True"
"erven","wordle","","True"
"ervil","wordle","","True"
"escar","wordle","","True"
"escot","wordle","","True"
"esile","wordle","","True"
"eskar","wordle","","True"
"esker","wordle","","True"
"esnes","wordle","","True"
"essay","wordle","","True"
"esses","wordle","","True"
"ester","wordle","","True"
"estoc","wordle","","True"
"estop","wordle","","True"
"estro","wordle","","True"
"etage","wordle","","True"
"etape","wordle","","True"
"etats","wordle","","True"
"etens","wordle","","True"
"ethal","wordle","","True"
"ether","curated+wordle","8","True"
"ethic","wordle","","True"
"ethne","wordle","","True"
"ethos","wordle","","True"
"ethyl","wordle","","True"
"etics","wordle","","True"
"etnas","wordle","","True"
"ettin","wordle","","True"
"ettle","wordle","","True"
"etude","wordle","","True"
"etuis","wordle","","True"
"etwee","wordle","","True"
"etyma","wordle","","True"
"eughs","wordle","","True"
"euked","wordle","","True"
"eupad","wordle","","True"
"euros","wordle","","True"
"eusol","wordle","","True"
"evade","wordle","","True"
"evens","wordle","","True"
"event","curated+wordle","111","True"
"evert","wordle","","True"
"every","curated+wordle","650","True"
"evets","wordle","","True"
"evhoe","wordle","","True"
"evict","wordle","","True"
"evils","wordle","","True"
"evite","wordle","","True"
"evohe","wordle","","True"
"evoke","wordle","","True"
"ewers","wordle","","True"
"ewest","wordle","","True"
"ewhow","wordle","","True"
"ewked","wordle","","True"
"exact","curated+wordle","26","True"
"exalt","curated+wordle","4","True"
"exams","wordle","","True"
"excel","wordle","","True"
"exeat","wordle","","True"
"execs","wordle","","True"
"exeem","wordle","","True"
"exeme","wordle","","True"
"exert","curated+wordle","8","True"
"exfil","wordle","","True"
"exies","wordle","","True"
"exile","curated+wordle","11","True"
"exine","wordle","","True"
"exing","wordle","","True"
"exist","wordle","","True"
"exits","wordle","","True"
"exode","wordle","","True"
"exome","wordle","","True"
"exons","wordle","","True"
"expat","wordle","","True"
"expel","curated+wordle","4","True"
"expos","wordle","","True"
"extol","wordle","","True"
"extra","curated+wordle","22","True"
"exude","wordle","","True"
"exuls","wordle","","True"
"exult","wordle","","True"
"exurb","wordle","","True"
"eyass","wordle","","True"
"eyers","wordle","","True"
"eying","wordle","","True"
"eyots","wordle","","True"
"eyras","wordle","","True"
"eyres","wordle","","True"
"eyrie","wordle","","True"
"eyrir","wordle","","True"
"ezine","wordle","","True"
"fabby","wordle","","True"
"fable","curated+wordle","3","True"
"faced","curated+wordle","53","True"
"facer","wordle","","True"
"faces","curated+wordle","162","True"
"facet","wordle","","True"
"facia","wordle","","True"
"facta","wordle","","True"
"facts","curated+wordle","72","True"
"faddy","wordle","","True"
"faded","curated+wordle","9","True"
"fader","wordle","","True"
"fades","wordle","","True"
"fadge","wordle","","True"
"fados","wordle","","True"
"faena","wordle","","True"
"faery","wordle","","True"
"faffs","wordle","","True"
"faffy","wordle","","True"
"fagin","wordle","","True"
"faiks","wordle","","True"
"fails","curated+wordle","20","True"
"faine","wordle","","True"
"fains","wordle","","True"
"faint","curated+wordle","19","True"
"fairs","wordle","","True"
"fairy","curated+wordle","7","True"
"faith","curated+wordle","64","True"
"faked","wordle","","True"
"faker","wordle","","True"
"fakes","wordle","","True"
"fakey","wordle","","True"
"fakie","wordle","","True"
"fakir","wordle","","True"
"falaj","wordle","","True"
"falls","curated+wordle","25","True"
"false","curated+wordle","64","True"
"famed","wordle","","True"
"fames","wordle","","True"
"fanal","wordle","","True"
"fancy","curated+wordle","50","True"
"fands","wordle","","True"
"fanes","wordle","","True"
"fanga","wordle","","True"
"fango","wordle","","True"
"fangs","curated+wordle","3","True"
"fanks","wordle","","True"
"fanny","wordle","","True"
"fanon","wordle","","True"
"fanos","wordle","","True"
"fanum","wordle","","True"
"faqir","wordle","","True"
"farad","wordle","","True"
"farce","wordle","","True"
"farci","wordle","","True"
"farcy","wordle","","True"
"fards","wordle","","True"
"fared","wordle","","True"
"farer","wordle","","True"
"fares","wordle","","True"
"farle","wordle","","True"
"farls","wordle","","True"
"farms","curated+wordle","35","True"
"faros","wordle","","True"
"farro","wordle","","True"
"farse","wordle","","True"
"farts","wordle","","True"
"fasci","wordle","","True"
"fasti","wordle","","True"
"fasts","wordle","","True"
"fatal","curated+wordle","63","True"
"fated","wordle","","True"
"fates","wordle","","True"
"fatly","wordle","","True"
"fatso","wordle","","True"
"fatty","curated+wordle","23","True"
"fatwa","wordle","","True"
"faugh","wordle","","True"
"fauld","wordle","","True"
"fault","curated+wordle","50","True"
"fauna","wordle","","True"
"fauns","wordle","","True"
"faurd","wordle","","True"
"fauts","wordle","","True"
"fauve","wordle","","True"
"favas","wordle","","True"
"favel","wordle","","True"
"faver","wordle","","True"
"faves","wordle","","True"
"favor","curated+wordle","81","True"
"favus","wordle","","True"
"fawns","wordle","","True"
"fawny","wordle","","True"
"faxed","wordle","","True"
"faxes","wordle","","True"
"fayed","wordle","","True"
"fayer","wordle","","True"
"fayne","wordle","","True"
"fayre","wordle","","True"
"fazed","wordle","","True"
"fazes","wordle","","True"
"feals","wordle","","True"
"feare","wordle","","True"
"fears","curated+wordle","21","True"
"feart","wordle","","True"
"fease","wordle","","True"
"feast","curated+wordle","8","True"
"feats","wordle","","True"
"feaze","wordle","","True"
"fecal","wordle","","True"
"feces","wordle","","True"
"fecht","wordle","","True"
"fecit","wordle","","True"
"fecks","wordle","","True"
"fedex","wordle","","True"
"feebs","wordle","","True"
"feeds","wordle","","True"
"feels","curated+wordle","31","True"
"feens","wordle","","True"
"feers","wordle","","True"
"feese","wordle","","True"
"feeze","wordle","","True"
"fehme","wordle","","True"
"feign","wordle","","True"
"feint","wordle","","True"
"feist","wordle","","True"
"felch","wordle","","True"
"felid","wordle","","True"
"fella","wordle","","True"
"fells","wordle","","True"
"felly","wordle","","True"
"felon","wordle","","True"
"felts","wordle","","True"
"felty","wordle","","True"
"femal","wordle","","True"
"femes","wordle","","True"
"femme","curated+wordle","5","True"
"femmy","wordle","","True"
"femur","wordle","","True"
"fence","curated+wordle","24","True"
"fends","wordle","","True"
"fendy","wordle","","True"
"fenis","wordle","","True"
"fenks","wordle","","True"
"fenny","wordle","","True"
"fents","wordle","","True"
"feods","wordle","","True"
"feoff","wordle","","True"
"feral","wordle","","True"
"ferer","wordle","","True"
"feres","wordle","","True"
"feria","wordle","","True"
"ferly","wordle","","True"
"fermi","wordle","","True"
"ferms","wordle","","True"
"ferns","wordle","","True"
"ferny","wordle","","True"
"ferry","curated+wordle","8","True"
"fesse","wordle","","True"
"festa","wordle","","True"
"fests","wordle","","True"
"festy","wordle","","True"
"fetal","wordle","","True"
"fetas","wordle","","True"
"fetch","curated+wordle","29","True"
"feted","wordle","","True"
"fetes","wordle","","True"
"fetid","wordle","","True"
"fetor","wordle","","True"
"fetta","wordle","","True"
"fetts","wordle","","True"
"fetus","wordle","","True"
"fetwa","wordle","","True"
"feuar","wordle","","True"
"feuds","wordle","","True"
"feued","wordle","","True"
"fever","curated+wordle","75","True"
"fewer","curated+wordle","16","True"
"feyed","wordle","","True"
"feyer","wordle","","True"
"feyly","wordle","","True"
"fezes","wordle","","True"
"fezzy","wordle","","True"
"fiars","wordle","","True"
"fiats","wordle","","True"
"fiber","wordle","","True"
"fibro","wordle","","True"
"fices","wordle","","True"
"fiche","wordle","","True"
"fichu","wordle","","True"
"ficin","wordle","","True"
"ficos","wordle","","True"
"ficus","wordle","","True"
"fides","wordle","","True"
"fidge","wordle","","True"
"fidos","wordle","","True"
"fiefs","wordle","","True"
"field","curated+wordle","212","True"
"fiend","wordle","","True"
"fient","wordle","","True"
"fiere","wordle","","True"
"fiers","wordle","","True"
"fiery","curated+wordle","8","True"
"fiest","wordle","","True"
"fifed","wordle","","True"
"fifer","wordle","","True"
"fifes","wordle","","True"
"fifis","wordle","","True"
"fifth","curated+wordle","60","True"
"fifty","curated+wordle","94","True"
"figgy","wordle","","True"
"fight","curated+wordle","96","True"
"figos","wordle","","True"
"fiked","wordle","","True"
"fikes","wordle","","True"
"filar","wordle","","True"
"filch","wordle","","True"
"filed","curated+wordle","5","True"
"filer","wordle","","True"
"files","curated+wordle","8","True"
"filet","wordle","","True"
"filii","wordle","","True"
"filks","wordle","","True"
"fille","wordle","","True"
"fillo","wordle","","True"
"fills","wordle","","True"
"filly","wordle","","True"
"filmi","wordle","","True"
"films","wordle","","True"
"filmy","wordle","","True"
"filos","wordle","","True"
"filth","wordle","","True"
"filum","wordle","","True"
"final","curated+wordle","66","True"
"finca","wordle","","True"
"finch","wordle","","True"
"finds","curated+wordle","23","True"
"fined","curated+wordle","3","True"
"finer","curated+wordle","6","True"
